At Least,But Less Than,Single,Married filing jointly,Married filing          separately,Head of household
93300,93350,19113,14809,19573,17584
93350,93400,19127,14821,19587,17596
93400,93450,19141,14834,19601,17609
93450,93500,19155,14846,19615,17621
93500,93550,19169,14859,19629,17634
93550,93600,19183,14871,19643,17646
93600,93650,19197,14884,19657,17659
93650,93700,19211,14896,19671,17671
93700,93750,19225,14909,19685,17684
93750,93800,19239,14921,19699,17696
93800,93850,19253,14934,19713,17709
93850,93900,19267,14946,19727,17721
93900,93950,19281,14959,19741,17734
93950,94000,19295,14971,19755,17746
94000,94050,19309,14984,19769,17759
94050,94100,19323,14996,19783,17771
94100,94150,19337,15009,19797,17784
94150,94200,19351,15021,19811,17796
94200,94250,19365,15034,19825,17809
94250,94300,19379,15046,19839,17821
94300,94350,19393,15059,19853,17834
94350,94400,19407,15071,19867,17846
94400,94450,19421,15084,19881,17859
94450,94500,19435,15096,19895,17871
94500,94550,19449,15109,19909,17884
94550,94600,19463,15121,19923,17896
94600,94650,19477,15134,19937,17909
94650,94700,19491,15146,19951,17921
94700,94750,19505,15159,19965,17934
94750,94800,19519,15171,19979,17946
94800,94850,19533,15184,19993,17959
94850,94900,19547,15196,20007,17971
94900,94950,19561,15209,20021,17984
94950,95000,19575,15221,20035,17996
95000,95050,19589,15234,20049,18009
95050,95100,19603,15246,20063,18021
95100,95150,19617,15259,20077,18034
95150,95200,19631,15271,20091,18046
95200,95250,19645,15284,20105,18059
95250,95300,19659,15296,20119,18071
95300,95350,19673,15309,20133,18084
95350,95400,19687,15321,20147,18096
95400,95450,19701,15334,20161,18109
95450,95500,19715,15346,20175,18121
95500,95550,19729,15359,20189,18134
95550,95600,19743,15371,20203,18146
95600,95650,19757,15384,20217,18159
95650,95700,19771,15396,20231,18171
95700,95750,19785,15409,20245,18184
95750,95800,19799,15421,20259,18196
95800,95850,19813,15434,20273,18209
95850,95900,19827,15446,20287,18221
95900,95950,19841,15459,20301,18234
95950,96000,19855,15471,20315,18246
96000,96050,19869,15484,20329,18259
96050,96100,19883,15496,20343,18271
96100,96150,19897,15509,20357,18284
96150,96200,19911,15521,20371,18296
96200,96250,19925,15534,20385,18309
96250,96300,19939,15546,20399,18321
96300,96350,19953,15559,20413,18334
96350,96400,19967,15571,20427,18346
96400,96450,19981,15584,20441,18359
96450,96500,19995,15596,20455,18371
96500,96550,20009,15609,20469,18384
96550,96600,20023,15621,20483,18396
96600,96650,20037,15634,20497,18409
96650,96700,20051,15646,20511,18421
96700,96750,20065,15659,20525,18434
96750,96800,20079,15671,20539,18446
96800,96850,20093,15684,20553,18459
96850,96900,20107,15696,20567,18471
96900,96950,20121,15709,20581,18484
96950,97000,20135,15721,20595,18496
97000,97050,20149,15734,20609,18509
97050,97100,20163,15746,20623,18521
97100,97150,20177,15759,20637,18534
97150,97200,20191,15771,20651,18546
97200,97250,20205,15784,20665,18559
97250,97300,20219,15796,20679,18571
97300,97350,20233,15809,20693,18584
97350,97400,20247,15821,20707,18596
97400,97450,20261,15834,20721,18609
97450,97500,20275,15846,20735,18621
97500,97550,20289,15859,20749,18634
97550,97600,20303,15871,20763,18646
97600,97650,20317,15884,20777,18659
97650,97700,20331,15896,20791,18671
97700,97750,20345,15909,20805,18684
97750,97800,20359,15921,20819,18696
97800,97850,20373,15934,20833,18709
97850,97900,20387,15946,20847,18721
97900,97950,20401,15959,20861,18734
97950,98000,20415,15971,20875,18746
98000,98050,20429,15984,20889,18759
98050,98100,20443,15996,20903,18771
98100,98150,20457,16009,20917,18784
98150,98200,20471,16021,20931,18796
98200,98250,20485,16034,20945,18809
98250,98300,20499,16046,20959,18821
98300,98350,20513,16059,20973,18834
98350,98400,20527,16071,20987,18846
98400,98450,20541,16084,21001,18859
98450,98500,20555,16096,21015,18871
98500,98550,20569,16109,21029,18884
98550,98600,20583,16121,21043,18896
98600,98650,20597,16134,21057,18909
98650,98700,20611,16146,21071,18921
98700,98750,20625,16159,21085,18934
98750,98800,20639,16171,21099,18946
98800,98850,20653,16184,21113,18959
98850,98900,20667,16196,21127,18971
98900,98950,20681,16209,21141,18984
98950,99000,20695,16221,21155,18996
99000,99050,20709,16234,21169,19009
99050,99100,20723,16246,21183,19021
99100,99150,20737,16259,21197,19034
99150,99200,20751,16271,21211,19046
99200,99250,20765,16284,21225,19059
99250,99300,20779,16296,21239,19071
99300,99350,20793,16309,21253,19084
99350,99400,20807,16321,21267,19096
99400,99450,20821,16334,21281,19109
99450,99500,20835,16346,21295,19121
99500,99550,20849,16359,21309,19134
99550,99600,20863,16371,21323,19146
99600,99650,20877,16384,21337,19159
99650,99700,20891,16396,21351,19171
99700,99750,20905,16409,21365,19184
99750,99800,20919,16421,21379,19196
99800,99850,20933,16434,21393,19209
99850,99900,20947,16446,21407,19221
99900,99950,20961,16459,21421,19234
99950,100000,20975,16471,21435,19246
